handle,name,developer,description,rating,reviews,category,has_free_plan,min_price,max_price,url
groove-urgent,Groove Urgent,GrooveJar,Boost Shopify sales with countdown timers and exit-intent popups. Catch leaving visitors and create urgency that converts. Free plan available.,,,store-design-notifications-pop-ups,True,9.99,39.99,https://apps.shopify.com/groove-urgent
section-monster,SectionMonster: Theme Sections,Monster Developer,,5.0,3.0,store-design-storefronts-page-builder,True,,,https://apps.shopify.com/section-monster
can-i-help,Can I Help,Can I Help,"Can I Help is an AI customer concierge for Shopify that drives sales, resolves support issues 24/7 via chat, email & phone. Free to start, plans from $59/mo.",,,store-management-support-helpdesk,True,59.0,179.0,https://apps.shopify.com/can-i-help
gm-request-quote,GM Request Quote,Gravity Master,,5.0,1.0,,True,,,https://apps.shopify.com/gm-request-quote
wiltee-print-on-demand,Wiltee ‑ Print on Demand,Wiltee,,,,,True,,,https://apps.shopify.com/wiltee-print-on-demand
onlyweb-style-variants,OnlyWeb Product as Variants,OnlyWeb,Avoid duplicate content and improve rankings by grouping related products into style or color variants. Clean URLs and better SEO for your Shopify store.,,,,True,3.99,3.99,https://apps.shopify.com/onlyweb-style-variants
faq-anywhere-2,FAQ Anywhere ‑ BuildPrompt,RB INFOSOFT,"Display targeted FAQ campaigns anywhere on your Shopify store. Reduce support tickets with product-specific, collection-based, and page-targeted FAQs.",5.0,1.0,store-management-support-faq,True,0.99,0.99,https://apps.shopify.com/faq-anywhere-2
snapmatch-ai-visual-search,SnapMatch ‑ AI Visual Search,MITCO,"Let customers find products by snapping a photo. SnapMatch uses AI to match images to your catalog, boosting engagement and conversions. Easy setup, no coding.",,,store-design-search-and-navigation-search-and-filters,True,19.0,199.0,https://apps.shopify.com/snapmatch-ai-visual-search
bonafidio-app,Bonafidio: UGC & Testimonials,Abyssal Digital,"Turn customer stories into content that builds trust and drives sales. Bonafidio makes it easy with a branded landing page, incentives, and a clean dashboard.",5.0,2.0,marketing-and-conversion-social-trust-product-reviews,True,,,https://apps.shopify.com/bonafidio-app
dori,Dori: AI Search & AI Chatbot,Dori,"Dori AI shopping assistant for Shopify - smart search, FAQ chatbot, product recommendations, upsell & cross-sell. 60+ languages. No-code setup. Free plan.",5.0,14.0,store-management-support-chat,True,,,https://apps.shopify.com/dori
demandradar,DemandRadar,Ankur,"DemandRadar finds storefront searches that return nothing, ranks each product gap by revenue from your order history, and suggests keyword fixes.",,,store-management-operations-analytics,True,9.0,9.0,https://apps.shopify.com/demandradar
pango,Pango Delivery & Returns,Pango AB,"Pango is an all in one logistics platform for e-commerce, including; Delivery checkout, Delivery management, Label printing, returns and exchange management.",5.0,5.0,orders-and-shipping-returns-and-warranty-returns-and-exchanges,True,,,https://apps.shopify.com/pango
structa,Structa Metaobject Bulk Editor,taksh.codes,"Edit 100+ Shopify metaobjects at once. Import/export CSV, connect AI with MCP integration, manage definitions. Free plan available.",,,store-management-operations-bulk-editor,True,8.0,8.0,https://apps.shopify.com/structa
inventory-syncify,Inventory Syncify,H3 Technologies,Effortlessly manage and sync inventory across multiple stores in real-time. Ensure accurate stock levels and eliminate mismatches with Inventory Syncify.,5.0,1.0,orders-and-shipping-inventory-inventory-sync,True,10.0,250.0,https://apps.shopify.com/inventory-syncify
delivery-date-picker,Flare: Delivery Date Picker,Flare,"Customers choose delivery dates. 700+ brands cut failed deliveries and support tickets, saving 40+ hrs/month. Lead times, zones, pickup. 5.0★ rated. Free trial.",4.9,108.0,orders-and-shipping-shipping-solutions-delivery-and-pickup,True,39.0,599.0,https://apps.shopify.com/delivery-date-picker
jh-order-management-platform,JH Order Management Platform,义乌市伽辉百货商行,,,,,True,,,https://apps.shopify.com/jh-order-management-platform
bulk-tag-manager,Smart Tag Manager,OrangeMantra,,,,,True,,,https://apps.shopify.com/bulk-tag-manager
lifter-store-locator,Lifter Store Locator,Lifter Apps,,3.6,20.0,sales-channels-selling-in-person-store-locator,True,7.95,24.95,https://apps.shopify.com/lifter-store-locator
bloom-commerce,Bloom Commerce,Bloom,A commerce services company that specializes in helping the alcohol industry sell online. We provide commerce & membership software for the Shopify platform.,5.0,6.0,selling-products-payments-subscriptions,True,90.0,420.0,https://apps.shopify.com/bloom-commerce
gaze-upsell-cross-sell-boost,Gaze ‑ Order Analytics,Vitalii Stukalov,,,,,False,,,https://apps.shopify.com/gaze-upsell-cross-sell-boost
postone,PostONE,PostONE,"Simplify shipping, global reach and secure delivery",,,,True,,,https://apps.shopify.com/postone
heartcoding-after-sales-boost,Heartcoding Thank You Page,HeartCoding,"Create customized thank you pages for different target groups to improve your store revenue, promote specific products and generate valuable customer data.",5.0,8.0,,True,9.99,9.99,https://apps.shopify.com/heartcoding-after-sales-boost
mit-sms-notifications,MIT SMS Notifications Pro,Meetanshi Technologies LLP,Trigger customer and admin SMS alerts directly from your admin panel using our MIT SMS Notifications app to keep engaging with your customers.,,,,True,4.99,4.99,https://apps.shopify.com/mit-sms-notifications
video-call-app,Video Call App | VideoWeGo,"YourPSN, llc.","Add instant private video calling to your website - no links, logins, or personal info. Boost engagement and increase sales with real-time face-to-face chat",5.0,1.0,store-management-support-chat,True,4.99,4.99,https://apps.shopify.com/video-call-app
purchase-order-hero,Purchase Order Hero,GhostApps,The Stocky replacement. Reorder stock before you sell out.,,,orders-and-shipping-inventory-inventory-optimization,False,29.0,149.0,https://apps.shopify.com/purchase-order-hero
oms-4,SHOPSPADE,beta,,,,,True,,,https://apps.shopify.com/oms-4
instafeed-7,InstantFeed,Campaign Builder,"Generate optimized product feeds in seconds. Stable hosted URLs for Google Merchant Center, Facebook Online Shopping and Campaign Builder, always in sync.",,,,True,9.0,19.0,https://apps.shopify.com/instafeed-7
ai-bulk-optimizer,Aura Bulk Optimizer ‑ AI SEO,AuraStudios,,,,store-design-site-optimization-seo,True,7.99,7.99,https://apps.shopify.com/ai-bulk-optimizer
belco,Belco ‑ Customer Support,Belco,"Belco centralizes chat, email, phone, and messaging into one support inbox with real-time order visibility and team collaboration features.",,,store-management-support-helpdesk,True,172.0,545.0,https://apps.shopify.com/belco
sap-business-one-integration,SAP Business One Integration,eShopSync,"Connect your Shopify store with your SAP B1 account, to sync products and categories from SAP B1 to Shopify. ",5.0,2.0,sales-channels-selling-online-store-data-importer,True,99.0,99.0,https://apps.shopify.com/sap-business-one-integration
airmee,Airmee,Uniwin,,,,,True,10.0,10.0,https://apps.shopify.com/airmee
sukhiba-whatsapp-chat-checkout,Flowcart Whatsapp Chat+AI+CRM,Flowcart,,5.0,6.0,store-management-support-chat,True,19.99,69.99,https://apps.shopify.com/sukhiba-whatsapp-chat-checkout
costradar,CostRadar: AI Profit Analytics,Radrly,"Track all store costs, subscriptions, and fees in one dashboard. Get alerts, AI insights, and clear spend analytics to reduce waste and improve margins.",,,store-management-operations-analytics,True,29.99,49.99,https://apps.shopify.com/costradar
wbl-restrict-order,WBL ‑ Restrict Order PRO,Weblytic Labs,"Set order Restriction, cart quantity rules, and purchase restrictions. Ensure smooth checkout with custom error messages and Shopify validation. ",,,marketing-and-conversion-checkout-order-limits,True,5.0,5.0,https://apps.shopify.com/wbl-restrict-order
dpd-polska,DPD Polska,Octolize LTD,"Zintegruj sklep Shopify z DPD Polska. Oferuj dostawę kurierem DPD, punkty DPD Pickup i usługi dodatkowe. Generuj etykiety nadawcze i zwrotne z poziomu sklepu.",3.8,6.0,orders-and-shipping-shipping-solutions-shipping-rates,True,,,https://apps.shopify.com/dpd-polska
mobix-mobile-app-builder,Mobix ‑ Mobile App Builder,ZendApps,Turn your Shopify store into a powerful mobile shopping app with Mobix. Mobix helps you create fully functional Android and iOS apps without writing code.,,,store-design-storefronts-mobile-app-builder,True,49.0,49.0,https://apps.shopify.com/mobix-mobile-app-builder
ecom-shipping-rates,Ecom Shipping,Ecom Logistics,,,,,True,,,https://apps.shopify.com/ecom-shipping-rates
tevy,Tevy: Affiliate & Instagram,Tevy,"Create affiliate links for each product and track sales
",,,marketing-and-conversion-advertising-affiliate-programs,True,29.0,29.0,https://apps.shopify.com/tevy
discount-link,ShopTools Discount Link,Bold Array Solutions,Instant Discount Links! Direct your customers to products or checkout with auto-applied codes!,,,marketing-and-conversion-promotions-discounts,True,2.99,4.99,https://apps.shopify.com/discount-link
ergasti-announcer,Announcement Bar Scheduler,Ergasti Digital,,,,,True,3.99,3.99,https://apps.shopify.com/ergasti-announcer
